code	name	currentratio	quickratio	cashratio	c_name	currentratio_mean	quickratio_mean	cashratio_mean
000070	特发信息	1.2919000387191772	0.8289999961853027	12.320899963378906	电子信息	3.3112987365131663	2.8753766932729947	131.68440696546588
600791	京能置业	2.8898000717163086	0.7904999852180481	70.38569641113281	房地产	2.3749211862430735	0.9847728795671867	57.354560161041
603186	华正新材	1.3759000301361084	1.1452000141143799	37.93579864501953	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300059	东方财富	1.4266999959945679	1.4191999435424805	59.464900970458984	电子信息	3.3112987365131663	2.8753766932729947	131.68440696546588
002080	中材科技	0.9221000075340271	0.7247999906539917	19.514699935913086	化纤行业	2.4102480149269105	1.5830879890918732	78.61266799926757
002477	雏鹰农牧	1.7819000482559204	1.6167999505996704	59.869598388671875	农林牧渔	2.665835027396679	1.8362499850491683	67.9296720345815
002162	悦心健康	0.6586999893188477	0.34869998693466187	17.286100387573242	陶瓷行业	2.3070666591326394	1.8208666741847992	66.01463349660237
600173	卧龙地产	2.076900005340576	0.6377999782562256	53.90769958496094	房地产	2.3749211862430735	0.9847728795671867	57.354560161041
300376	易事特	1.3308000564575195	1.2003999948501587	24.567100524902344	电器行业	2.7791363802823152	2.2122418186881325	73.3054815118963
000796	凯撒旅游	0.9819999933242798	0.9758999943733215	36.59590148925781	食品行业	2.9659962863833815	2.350512972032582	140.59777213467493
600110	诺德股份	0.8866999745368958	0.7854999899864197	38.96699905395508	电力行业	1.1854661006038472	1.0848542514999033	59.70712847830885
300422	博世科	1.6444000005722046	1.569100022315979	59.402198791503906	环保行业	1.6469962972181815	1.3351777880280107	57.1617701848348
000778	新兴铸管	0.9908000230789185	0.814300000667572	23.158899307250977	钢铁行业	1.1896117618855309	0.8320764723215618	32.99517436588512
002357	富临运业	0.28540000319480896	0.28139999508857727	14.734199523925781	交通运输	1.5517024352419666	1.323282922004781	70.90286702935289
000880	潍柴重机	0.6567999720573425	0.3709999918937683	22.574399948120117	机械行业	2.576087673382806	1.9909660143071208	65.21263996720901
000157	中联重科	2.445199966430664	2.0016000270843506	78.55290222167969	机械行业	2.576087673382806	1.9909660143071208	65.21263996720901
600221	海航控股	0.968999981880188	0.9642000198364258	84.2468032836914	交通运输	1.5517024352419666	1.323282922004781	70.90286702935289
600056	中国医药	1.6507999897003174	1.198699951171875	23.011499404907227	商业百货	1.8679153900388832	1.4780703186579458	77.51979636098002
601038	一拖股份	1.108299970626831	0.8985999822616577	34.42290115356445	机械行业	2.576087673382806	1.9909660143071208	65.21263996720901
600864	哈投股份	1.1992000341415405	1.1944999694824219	28.948699951171875	电力行业	1.1854661006038472	1.0848542514999033	59.70712847830885
002321	华英农业	1.1749999523162842	0.9559999704360962	70.10330200195312	农林牧渔	2.665835027396679	1.8362499850491683	67.9296720345815
300660	江苏雷利	1.4490000009536743	1.138800024986267	26.42140007019043	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
300450	先导智能	1.44159996509552	0.5968999862670898	27.612600326538086	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
000966	长源电力	0.2985000014305115	0.2467000037431717	1.0877000093460083	电力行业	1.1854661006038472	1.0848542514999033	59.70712847830885
000718	苏宁环球	1.7882000207901	0.557699978351593	23.92329978942871	房地产	2.3749211862430735	0.9847728795671867	57.354560161041
002534	杭锅股份	1.3722000122070312	1.1704000234603882	19.57550048828125	机械行业	2.576087673382806	1.9909660143071208	65.21263996720901
